count,replicate,ordering_fraction,dimension_estimate,longest_chain
1024,65,0.5199512768817204,1.9476780882242974,60
1024,66,0.5094257850684262,1.9750641593631022,65
1024,67,0.4932184750733138,2.0181897283578607,60
1024,68,0.4903947489002933,2.0258268207023487,57
1024,69,0.4839225164956012,2.0434750356435734,62
1024,70,0.49844780975073316,2.0041446690959988,58
1024,71,0.5151992454789834,1.9599835716808995,60
1024,72,0.47942059200879766,2.055870715151208,60
1024,73,0.5107755987292277,1.9715254307840326,62
1024,74,0.49345712671065495,2.0175459850906794,58
1024,75,0.5188668438416423,1.9504778439991546,61
1024,76,0.48889219819159335,2.0299060173814305,59
1024,77,0.49251970307917886,2.0200761434562753,57
1024,78,0.4962617607526882,2.010000608179619,56
1024,79,0.5162989522238515,1.9571273399626197,56
1024,80,0.4796706989247312,2.0551794431222357,60
1024,81,0.4968574352394917,2.0084027471795562,60
1024,82,0.497334738514174,2.0071235910097682,66
1024,83,0.501240988514174,1.9966941962148372,58
1024,84,0.498117515884653,2.005028043909414,59
1024,85,0.5108806054496579,1.9712504738156158,59
1024,86,0.5047119379276638,1.987485033027649,63
1024,87,0.4902324657869013,2.0262668780499684,61
1024,88,0.5036408693792767,1.9903210318116205,61
1024,89,0.4803713801319648,2.05324447780445,59
1024,90,0.4956412664956012,2.01166679128783,57
1024,91,0.5073905639051809,1.98041487463744,62
1024,92,0.49042911473607037,2.0257336481047408,56
1024,93,0.49665314943792765,2.0089505469798112,62
1024,94,0.5188362964320625,1.9505567819912888,57
1024,95,0.4998625366568915,2.000366611928382,58
1024,96,0.4825402462121212,2.0472704099965116,58
1024,97,0.5189145741691105,1.9503545112552136,60
1024,98,0.49915421859726294,2.002257047024546,65
1024,99,0.4889972049120235,2.029620590920544,62
